iter	RMSE
636	735.9821013
637	735.5983212
638	735.2375926
639	734.9794079
640	734.7042869
641	734.61042
642	733.369125
643	732.7354649
644	732.4973872
645	732.0516576
646	731.6901558
647	731.1877808
648	730.3257421
649	730.1970362
650	730.0870344
651	730.0057927
652	729.9055728
653	728.9247008
654	728.4626939
655	727.5853259
656	726.5052041
657	726.1710613
658	726.0558002
659	725.7768593
660	725.6104572
661	724.8316158
662	724.342497
663	723.758575
664	723.2846972
665	722.6907786
666	722.3750048
667	721.9970845
668	721.6712373
669	721.3371551
670	720.8651333
671	720.6769776
672	719.9840678
673	719.9243157
674	719.3658491
675	718.997458
676	718.9040936
677	718.5044115
678	717.9316015
679	717.7479692
680	717.6722417
681	717.2711562
682	716.9049003
683	716.7944059
684	716.2342022
685	715.7377676
686	715.215071
687	714.853201
688	714.0421622
689	713.7088426
690	713.1938799
691	712.9932798
692	712.6567815
693	712.5157949
694	712.1267995
695	711.8414314
696	711.3607687
697	710.8958232
698	710.4949454
699	710.2448554
700	709.8470035
701	709.3522002
702	709.2938879
703	708.2514724
704	707.9821998
705	707.5989296
706	707.199141
707	706.9156556
708	706.7502516
709	706.2514037
710	706.0909401
711	705.3072371
712	704.9671275
713	704.6651404
714	704.164178
715	703.390418
716	702.9019177
717	702.7798284
718	702.5150201
719	702.2762231
720	702.1697801
721	701.9806582
722	701.4484187
723	701.1724192
724	700.6335711
725	700.0101802
726	699.9255147
727	699.6337787
728	699.3375345
729	698.8987687
730	698.4321746
731	698.0483511
732	697.5603307
733	696.8126448
734	696.2421618
735	696.0968215
736	695.9615125
737	695.71562
738	695.4841534
739	695.19571
740	694.9038398
741	694.7647247
742	694.314939
743	694.2471846
744	694.1090133
745	693.8829175
746	693.4305541
747	693.0286616
748	692.1820749
749	691.8987817
750	690.9091183
751	690.4243288
752	689.7283713
753	689.412184
754	689.2626496
755	689.0600328
756	688.8419445
757	688.4227166
758	687.7496244
759	687.4778393
760	686.8175549
761	686.6126582
762	686.2057948
763	685.962729
764	685.6986573
765	685.5771714
766	685.4617641
767	684.7664746
768	684.6331169
769	684.1739672
770	683.8850166
771	683.3654327
772	683.128425
773	682.830677
774	682.5273811
775	682.4416321
776	681.882157
777	681.4778497
778	681.3340146
779	681.0327395
780	680.6655846
781	680.6030423
782	679.6744093
783	679.4111449
784	678.6762185
785	678.5523516
786	678.3015933
787	677.9200222
788	677.5406499
789	677.0751929
790	676.829202
791	676.4313622
792	676.310373
793	676.0723557
794	675.9904613
795	675.8213291
796	675.4215231
797	675.2592895
798	674.9995431
799	674.7024241
800	674.4836784
801	674.2934716
802	674.1492807
803	673.9609946
804	673.7307728
805	673.6438575
806	673.5049154
807	673.1992699
808	672.7692346
809	672.5022253
810	672.1716528
811	671.8863741
812	671.6292618
813	671.3703071
814	671.1385459
815	671.0135552
816	670.7984059
817	670.1388945
818	669.6667488
819	669.4126165
820	668.9816159
821	668.7684395
822	668.1622296
823	667.3318965
824	667.0194122
825	666.6811978
826	666.4852318
827	666.2564778
828	665.5143474
829	664.631575
830	664.5392544
831	663.8498823
832	663.7326511
833	663.6597865
834	663.2148257
835	662.6278396
836	661.9362006
837	661.5008324
838	660.8263251
839	660.3211205
840	659.7854857
841	659.1100045
842	659.0255147
843	658.9581701
844	658.5631882
845	658.254365
846	657.5648902
847	657.4529339
848	657.3684027
849	657.1983655
850	656.9639922
851	656.9084759
852	656.4516303
853	655.7056929
854	655.250572
855	655.094681
856	654.6695019
857	654.6037688
858	654.350803
859	654.0270069
860	653.6704908
861	653.4101527
862	653.0664901
863	652.8617997
864	652.7785917
865	652.6176418
866	652.1716202
867	651.8889785
868	651.4087587
869	650.9228299
870	650.3889581
871	650.1594258
872	650.0456417
873	649.8133219
874	649.5810762
875	649.4249867
876	649.0678737
877	648.9887655
878	648.6063471
879	648.3173159
880	648.0454059
881	647.8202269
882	647.1193886
883	646.8185866
884	646.6084803
885	646.4531193
886	646.1680877
887	645.7422351
888	645.6607406
889	645.441695
890	645.2973059
891	645.175866
892	645.1265021
893	645.0661348
894	644.7310489
895	644.5897256
896	644.2227837
897	643.8962045
898	643.7709435
899	643.579256
900	643.3867762
901	642.9573648
902	642.815493
903	642.6288862
904	642.4911808
905	642.1992433
906	641.9349811
907	641.7247934
908	641.4898091
909	641.0561584
910	640.4706907
911	640.1244441
912	639.8824197
913	639.6484614
914	639.3672636
915	639.0768902
916	638.9349674
917	638.7816433
918	638.189962
919	638.0423847
920	637.5719434
921	637.4449122
922	636.7917583
923	636.5464596
924	636.3640917
925	636.1883918
926	635.9011385
927	635.7136452
928	635.5230599
929	635.2070644
930	634.9311581
931	634.8263961
932	634.767807
933	634.2227663
934	633.8996047
935	633.6046253
936	632.9697791
937	632.7497899
938	632.5852674
939	632.2375838
940	631.8881469
941	631.4227816
942	631.3501744
943	631.1377577
944	630.8936385
945	630.6234698
946	630.5184182
947	630.0614058
948	629.8514355
949	629.4771936
950	629.0583099
951	628.9265762
952	628.5316436
953	628.2078374
954	628.0310606
955	627.7803168
956	626.9894383
957	626.5220082
958	626.4525083
959	626.0952515
960	625.7858838
961	625.6222486
962	625.5392323
963	625.3516357
964	625.1821713
965	624.7046033
966	624.4997193
967	624.1625482
968	623.6793371
969	623.5040196
970	623.1762977
971	623.048913
972	622.7358932
973	622.2146047
974	621.9762662
975	621.6235696
976	621.3716946
977	621.1386241
978	620.9482519
979	620.7800216
980	620.6272559
981	620.3377309
982	620.0942872
983	619.5413503
984	619.1054397
985	618.7235848
986	618.6358391
987	618.5625214
988	618.3327381
989	618.2282862
990	617.8394031
991	617.8052563
992	617.493435
993	617.286184
994	616.9200941
995	616.5294876
996	616.3581743
997	616.1902884
998	615.8493088
999	615.5146178
